studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex
PAL0809	36	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N67A2	Yes	25/11/2008	47.5	16.8	199	3900	FEMALE
PAL0809	37	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N69A1	Yes	14/11/2008	47.6	18.3	195	3850	FEMALE
PAL0809	38	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N69A2	Yes	14/11/2008	52	20.7	210	4800	MALE
PAL0809	39	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N72A1	No	24/11/2008	46.9	16.6	192	2700	FEMALE
PAL0809	40	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N72A2	No	24/11/2008	53.5	19.9	205	4500	MALE
PAL0809	41	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N74A1	Yes	24/11/2008	49	19.5	210	3950	MALE
PAL0809	42	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N74A2	Yes	24/11/2008	46.2	17.5	187	3650	FEMALE
PAL0809	43	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N75A1	Yes	14/11/2008	50.9	19.1	196	3550	MALE
PAL0809	44	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N75A2	Yes	14/11/2008	45.5	17	196	3500	FEMALE
PAL0910	45	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N86A1	Yes	17/11/2009	50.9	17.9	196	3675	FEMALE
PAL0910	46	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N86A2	Yes	17/11/2009	50.8	18.5	201	4450	MALE
PAL0910	47	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N87A1	Yes	27/11/2009	50.1	17.9	190	3400	FEMALE
PAL0910	48	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N87A2	Yes	27/11/2009	49	19.6	212	4300	MALE
PAL0910	49	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N88A1	Yes	23/11/2009	51.5	18.7	187	3250	MALE
PAL0910	50	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N88A2	Yes	23/11/2009	49.8	17.3	198	3675	FEMALE
PAL0910	51	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N90A1	Yes	21/11/2009	48.1	16.4	199	3325	FEMALE
PAL0910	52	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N90A2	Yes	21/11/2009	51.4	19	201	3950	MALE
PAL0910	53	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N92A1	Yes	23/11/2009	45.7	17.3	193	3600	FEMALE
PAL0910	54	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N92A2	Yes	23/11/2009	50.7	19.7	203	4050	MALE
PAL0910	55	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N93A1	Yes	27/11/2009	42.5	17.3	187	3350	FEMALE
PAL0910	56	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N93A2	Yes	27/11/2009	52.2	18.8	197	3450	MALE
PAL0910	57	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N94A1	Yes	21/11/2009	45.2	16.6	191	3250	FEMALE
PAL0910	58	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N94A2	Yes	21/11/2009	49.3	19.9	203	4050	MALE
PAL0910	59	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N95A1	Yes	21/11/2009	50.2	18.8	202	3800	MALE
PAL0910	60	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N95A2	Yes	21/11/2009	45.6	19.4	194	3525	FEMALE
PAL0910	61	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N96A1	Yes	27/11/2009	51.9	19.5	206	3950	MALE
PAL0910	62	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N96A2	Yes	27/11/2009	46.8	16.5	189	3650	FEMALE
PAL0910	63	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N98A1	Yes	19/11/2009	45.7	17	195	3650	FEMALE
PAL0910	64	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N98A2	Yes	19/11/2009	55.8	19.8	207	4000	MALE
PAL0910	65	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N99A1	No	21/11/2009	43.5	18.1	202	3400	FEMALE
PAL0910	66	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N99A2	No	21/11/2009	49.6	18.2	193	3775	MALE
PAL0910	67	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N100A1	Yes	21/11/2009	50.8	19	210	4100	MALE
PAL0910	68	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N100A2	Yes	21/11/2009	50.2	18.7	198	3775	FEMALE
